OBJECTID,DESCRIPTION,ID,MEDAGE_CY,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1,90001 (Los Angeles),90001,31.6,31.6,13386250.0,16233.854040357846,1756054174172,Synapse54,1756054174172,Synapse54
2,90002 (Los Angeles),90002,31.1,31.1,11663750.0,16035.555808070421,1756054174172,Synapse54,1756054174172,Synapse54
3,90003 (Los Angeles),90003,31.1,31.1,13235000.0,18952.41108655517,1756054174172,Synapse54,1756054174172,Synapse54
4,90004 (Los Angeles),90004,37.3,37.3,11802500.0,16223.887266526037,1756054174172,Synapse54,1756054174172,Synapse54
5,90005 (Los Angeles),90005,36.7,36.7,5881250.0,15391.364856567341,1756054174172,Synapse54,1756054174172,Synapse54
6,90006 (Los Angeles),90006,37.3,37.3,7001250.0,11026.180782215537,1756054174172,Synapse54,1756054174172,Synapse54
7,90007 (Los Angeles),90007,27.7,27.7,9585000.0,20329.343922272503,1756054174172,Synapse54,1756054174172,Synapse54
8,92350 (Loma Linda),92350,25.8,25.8,328750.0,2775.2716166686246,1756054174172,Synapse54,1756054174172,Synapse54
9,90008 (Los Angeles),90008,41.7,41.7,13288750.0,21454.849459325556,1756054174172,Synapse54,1756054174172,Synapse54
10,90011 (Los Angeles),90011,31.2,31.2,16376250.0,16341.560688590307,1756054174172,Synapse54,1756054174172,Synapse54
11,92354 (Loma Linda),92354,36.6,36.6,19397500.0,32466.98378542479,1756054174172,Synapse54,1756054174172,Synapse54
12,90012 (Los Angeles),90012,36.7,36.7,14017500.0,20135.545328109423,1756054174172,Synapse54,1756054174172,Synapse54
13,92356 (Lucerne Valley),92356,45.4,45.4,1748225000.0,262777.6705790254,1756054174172,Synapse54,1756054174172,Synapse54
14,90013 (Los Angeles),90013,44.2,44.2,2586250.0,8075.848289594547,1756054174172,Synapse54,1756054174172,Synapse54
15,90014 (Los Angeles),90014,38.0,38.0,1122500.0,4495.148471226037,1756054174172,Synapse54,1756054174172,Synapse54
16,90015 (Los Angeles),90015,33.6,33.6,6278750.0,12975.311211764012,1756054174172,Synapse54,1756054174172,Synapse54
17,90016 (Los Angeles),90016,38.3,38.3,13681250.0,21263.886655453778,1756054174172,Synapse54,1756054174172,Synapse54
18,90017 (Los Angeles),90017,33.4,33.4,2757500.0,7543.218219484606,1756054174172,Synapse54,1756054174172,Synapse54
19,90018 (Los Angeles),90018,38.6,38.6,11643750.0,16634.168024347473,1756054174172,Synapse54,1756054174172,Synapse54
20,90019 (Los Angeles),90019,38.7,38.7,15283750.0,21460.833066582647,1756054174172,Synapse54,1756054174172,Synapse54
21,90020 (Los Angeles),90020,37.2,37.2,4171250.0,13329.782716347021,1756054174172,Synapse54,1756054174172,Synapse54
22,90021 (Los Angeles),90021,43.2,43.2,7756250.0,12911.650745251342,1756054174172,Synapse54,1756054174172,Synapse54
23,90022 (Los Angeles),90022,35.1,35.1,16201250.0,20545.355145567133,1756054174172,Synapse54,1756054174172,Synapse54
24,90023 (Los Angeles),90023,34.0,34.0,15738750.0,25060.48516334698,1756054174172,Synapse54,1756054174172,Synapse54
25,90024 (Los Angeles),90024,24.3,24.3,11132500.0,23698.081064437145,1756054174172,Synapse54,1756054174172,Synapse54
26,90025 (Los Angeles),90025,34.6,34.6,10193750.0,17840.283787428227,1756054174172,Synapse54,1756054174172,Synapse54
27,90026 (Los Angeles),90026,36.9,36.9,15428750.0,24118.65217370451,1756054174172,Synapse54,1756054174172,Synapse54
28,90027 (Los Angeles),90027,39.7,39.7,31273750.0,33139.15154098183,1756054174172,Synapse54,1756054174172,Synapse54
29,90028 (Los Angeles),90028,35.5,35.5,5651250.0,11941.515699450967,1756054174172,Synapse54,1756054174172,Synapse54
30,90029 (Los Angeles),90029,36.9,36.9,5180000.0,10416.550542669982,1756054174172,Synapse54,1756054174172,Synapse54
31,90031 (Los Angeles),90031,37.8,37.8,15266250.0,28937.63345244274,1756054174172,Synapse54,1756054174172,Synapse54
32,90032 (Los Angeles),90032,38.2,38.2,17651250.0,23396.460140272397,1756054174172,Synapse54,1756054174172,Synapse54
33,90033 (Los Angeles),90033,32.9,32.9,11348750.0,17708.809547572026,1756054174172,Synapse54,1756054174172,Synapse54
34,90034 (Los Angeles),90034,34.7,34.7,11981250.0,20568.377536787157,1756054174172,Synapse54,1756054174172,Synapse54
35,90035 (Los Angeles),90035,36.8,36.8,7850000.0,15210.86103832469,1756054174172,Synapse54,1756054174172,Synapse54
36,90036 (Los Angeles),90036,35.6,35.6,9057500.0,13075.085235078514,1756054174172,Synapse54,1756054174172,Synapse54
37,90037 (Los Angeles),90037,33.8,33.8,10541250.0,14714.181233454361,1756054174172,Synapse54,1756054174172,Synapse54
38,90038 (Los Angeles),90038,35.4,35.4,5802500.0,11252.079728939614,1756054174172,Synapse54,1756054174172,Synapse54
39,90039 (Los Angeles),90039,41.3,41.3,14942500.0,26392.430761234824,1756054174172,Synapse54,1756054174172,Synapse54
40,90040 (Los Angeles),90040,37.4,37.4,21608750.0,29191.681126081883,1756054174172,Synapse54,1756054174172,Synapse54
41,90041 (Los Angeles),90041,41.7,41.7,13466250.0,23254.908024557877,1756054174172,Synapse54,1756054174172,Synapse54
42,90042 (Los Angeles),90042,38.2,38.2,16615000.0,25721.742750242374,1756054174172,Synapse54,1756054174172,Synapse54
43,90043 (Los Angeles),90043,41.4,41.4,15602500.0,20646.12008671483,1756054174172,Synapse54,1756054174172,Synapse54
44,90044 (Los Angeles),90044,34.1,34.1,19178750.0,24143.251573690275,1756054174172,Synapse54,1756054174172,Synapse54
45,90045 (Los Angeles),90045,35.9,35.9,41698750.0,33299.53911864308,1756054174172,Synapse54,1756054174172,Synapse54
46,90046 (Los Angeles),90046,39.4,39.4,21081250.0,26608.90691848265,1756054174172,Synapse54,1756054174172,Synapse54
47,90047 (Los Angeles),90047,39.7,39.7,18358750.0,24856.061770824766,1756054174172,Synapse54,1756054174172,Synapse54
48,90048 (Los Angeles),90048,39.4,39.4,7236250.0,13379.291294537168,1756054174172,Synapse54,1756054174172,Synapse54
49,90049 (Los Angeles),90049,41.0,41.0,56905000.0,41509.053534463645,1756054174172,Synapse54,1756054174172,Synapse54
50,90056 (Los Angeles),90056,50.7,50.7,9391250.0,20965.215442539375,1756054174172,Synapse54,1756054174172,Synapse54
51,90057 (Los Angeles),90057,36.0,36.0,3293750.0,7916.9033709229,1756054174172,Synapse54,1756054174172,Synapse54
52,90058 (Los Angeles),90058,33.0,33.0,22360000.0,31002.75540204814,1756054174172,Synapse54,1756054174172,Synapse54
53,90059 (Los Angeles),90059,31.6,31.6,12622649.6796875,21910.473765592367,1756054174172,Synapse54,1756054174172,Synapse54
54,90061 (Los Angeles),90061,33.2,33.2,9728750.0,16223.98082344525,1756054174172,Synapse54,1756054174172,Synapse54
55,90062 (Los Angeles),90062,36.9,36.9,7018750.0,13592.096908569483,1756054174172,Synapse54,1756054174172,Synapse54
56,90063 (Los Angeles),90063,34.3,34.3,13723750.0,20729.937644108653,1756054174172,Synapse54,1756054174172,Synapse54
57,90064 (Los Angeles),90064,40.3,40.3,14486250.0,20258.70539048341,1756054174172,Synapse54,1756054174172,Synapse54
58,90065 (Los Angeles),90065,40.2,40.2,20830000.0,28467.413285301176,1756054174172,Synapse54,1756054174172,Synapse54
59,90066 (Los Angeles),90066,38.0,38.0,18128750.0,22696.1409745081,1756054174172,Synapse54,1756054174172,Synapse54
60,90067 (Los Angeles),90067,64.0,64.0,1201250.0,5831.1116532582055,1756054174172,Synapse54,1756054174172,Synapse54
61,90068 (Los Angeles),90068,40.9,40.9,30237500.0,36731.88078800931,1756054174172,Synapse54,1756054174172,Synapse54
62,90069 (West Hollywood),90069,44.0,44.0,8205000.0,13572.54105215578,1756054174172,Synapse54,1756054174172,Synapse54
63,90071 (Los Angeles),90071,44.3,44.3,498750.0,2796.3291102264193,1756054174172,Synapse54,1756054174172,Synapse54
64,90073 (Los Angeles),90073,60.0,60.0,348750.0,2408.4081776687253,1756054174172,Synapse54,1756054174172,Synapse54
65,90077 (Los Angeles),90077,50.2,50.2,28211250.0,29864.306648932365,1756054174172,Synapse54,1756054174172,Synapse54
66,90089 (Los Angeles),90089,25.1,25.1,685000.0,5730.351257577001,1756054174172,Synapse54,1756054174172,Synapse54
67,90094 (Playa Vista),90094,36.2,36.2,2155000.0,9023.716367445793,1756054174172,Synapse54,1756054174172,Synapse54
68,90095 (Los Angeles),90095,20.0,20.0,1377500.0,5543.433620303054,1756054174172,Synapse54,1756054174172,Synapse54
69,90201 (Bell Gardens),90201,33.0,33.0,22977500.0,31013.069129570686,1756054174172,Synapse54,1756054174172,Synapse54
70,90210 (Beverly Hills),90210,50.1,50.1,40751250.0,35471.92891405896,1756054174172,Synapse54,1756054174172,Synapse54
71,90211 (Beverly Hills),90211,41.8,41.8,2577500.0,8534.386417247202,1756054174172,Synapse54,1756054174172,Synapse54
72,90212 (Beverly Hills),90212,43.3,43.3,3445000.0,9175.464937172166,1756054174172,Synapse54,1756054174172,Synapse54
73,90220 (Compton),90220,34.6,34.6,26703750.0,26225.93642762498,1756054174172,Synapse54,1756054174172,Synapse54
74,90221 (Compton),90221,32.8,32.8,20717500.0,30715.052131385546,1756054174172,Synapse54,1756054174172,Synapse54
75,90222 (Compton),90222,33.0,33.0,9718750.0,14952.680645989587,1756054174172,Synapse54,1756054174172,Synapse54
76,90230 (Culver City),90230,40.8,40.8,13395000.0,23725.405473580406,1756054174172,Synapse54,1756054174172,Synapse54
77,90232 (Culver City),90232,38.8,38.8,8901250.0,20581.48507801635,1756054174172,Synapse54,1756054174172,Synapse54
78,90240 (Downey),90240,39.6,39.6,11018750.0,16046.068956185152,1756054174172,Synapse54,1756054174172,Synapse54
79,90241 (Downey),90241,37.6,37.6,18685000.0,26057.42879570414,1756054174172,Synapse54,1756054174172,Synapse54
80,90242 (Downey),90242,36.9,36.9,17188750.0,24191.037817884142,1756054174172,Synapse54,1756054174172,Synapse54
81,90245 (El Segundo),90245,39.2,39.2,20501250.0,21185.079134835287,1756054174172,Synapse54,1756054174172,Synapse54
82,90247 (Gardena),90247,39.8,39.8,14032500.0,18542.075510378934,1756054174172,Synapse54,1756054174172,Synapse54
83,90248 (Gardena),90248,43.2,43.2,16671250.0,29189.411825890504,1756054174172,Synapse54,1756054174172,Synapse54
84,90249 (Gardena),90249,40.9,40.9,11065000.0,15527.178138133771,1756054174172,Synapse54,1756054174172,Synapse54
85,90250 (Hawthorne),90250,36.6,36.6,25428750.0,28547.11466750218,1756054174172,Synapse54,1756054174172,Synapse54
86,90254 (Hermosa Beach),90254,40.4,40.4,5746250.0,10471.459710030409,1756054174172,Synapse54,1756054174172,Synapse54
87,90255 (Huntington Park),90255,34.7,34.7,14193750.0,26002.403713042782,1756054174172,Synapse54,1756054174172,Synapse54
88,90260 (Lawndale),90260,37.3,37.3,9707500.0,17425.097448099194,1756054174172,Synapse54,1756054174172,Synapse54
89,90262 (Lynwood),90262,33.8,33.8,17997666.6640625,27130.39101916553,1756054174172,Synapse54,1756054174172,Synapse54
90,90263 (Malibu),90263,21.4,21.4,867500.0,4854.151812210016,1756054174172,Synapse54,1756054174172,Synapse54
91,90265 (Malibu),90265,50.3,50.3,358041250.0,160009.06818055594,1756054174172,Synapse54,1756054174172,Synapse54
92,90266 (Manhattan Beach),90266,43.9,43.9,15111250.0,18077.736427986998,1756054174172,Synapse54,1756054174172,Synapse54
93,90270 (Maywood),90270,33.6,33.6,4503750.0,12039.333162486155,1756054174172,Synapse54,1756054174172,Synapse54
94,90272 (Pacific Palisades),90272,49.5,49.5,93513750.0,48497.40352341961,1756054174172,Synapse54,1756054174172,Synapse54
95,90274 (Palos Verdes Peninsula),90274,51.9,51.9,45127500.0,67970.15778106735,1756054174172,Synapse54,1756054174172,Synapse54
96,90275 (Rancho Palos Verdes),90275,50.1,50.1,50603750.0,74712.3570203958,1756054174172,Synapse54,1756054174172,Synapse54
97,90277 (Redondo Beach),90277,44.7,44.7,13732500.0,27795.694935349442,1756054174172,Synapse54,1756054174172,Synapse54
98,90278 (Redondo Beach),90278,40.4,40.4,13357500.0,19673.676670813642,1756054174172,Synapse54,1756054174172,Synapse54
99,90280 (South Gate),90280,35.3,35.3,28985000.0,40008.09828634964,1756054174172,Synapse54,1756054174172,Synapse54
100,90290 (Topanga),90290,47.8,47.8,70546250.0,52927.266701626235,1756054174172,Synapse54,1756054174172,Synapse54
101,90291 (Venice),90291,39.0,39.0,9841250.0,12931.886736537226,1756054174172,Synapse54,1756054174172,Synapse54
102,90292 (Marina del Rey),90292,40.8,40.8,8143750.0,32353.10878197147,1756054174172,Synapse54,1756054174172,Synapse54
103,90293 (Playa del Rey),90293,41.4,41.4,9468750.0,25030.435098575283,1756054174172,Synapse54,1756054174172,Synapse54
104,90301 (Inglewood),90301,37.8,37.8,9503750.0,14869.565678668334,1756054174172,Synapse54,1756054174172,Synapse54
105,90302 (Inglewood),90302,37.2,37.2,7136250.0,14683.428873390754,1756054174172,Synapse54,1756054174172,Synapse54
106,90303 (Inglewood),90303,36.4,36.4,6902500.0,11677.74492426489,1756054174172,Synapse54,1756054174172,Synapse54
107,90304 (Inglewood),90304,33.4,33.4,6492500.0,14235.728270718135,1756054174172,Synapse54,1756054174172,Synapse54
108,90305 (Inglewood),90305,47.0,47.0,9937500.0,14305.313275496863,1756054174172,Synapse54,1756054174172,Synapse54
109,90401 (Santa Monica),90401,38.8,38.8,3292500.0,8628.795043456314,1756054174172,Synapse54,1756054174172,Synapse54
110,90402 (Santa Monica),90402,50.2,50.2,7597500.0,16163.215940388756,1756054174172,Synapse54,1756054174172,Synapse54
111,90403 (Santa Monica),90403,41.8,41.8,5273750.0,12751.131293922941,1756054174172,Synapse54,1756054174172,Synapse54
112,90404 (Santa Monica),90404,38.5,38.5,7660000.0,12367.45242607871,1756054174172,Synapse54,1756054174172,Synapse54
113,90405 (Santa Monica),90405,42.9,42.9,9786250.0,14354.594089218806,1756054174172,Synapse54,1756054174172,Synapse54
114,90501 (Torrance),90501,38.9,38.9,21363750.0,22454.13305938583,1756054174172,Synapse54,1756054174172,Synapse54
115,90502 (Torrance),90502,44.5,44.5,8421250.0,15978.213487049754,1756054174172,Synapse54,1756054174172,Synapse54
116,90503 (Torrance),90503,42.6,42.6,22785000.0,19519.91837141994,1756054174172,Synapse54,1756054174172,Synapse54
117,90504 (Torrance),90504,42.0,42.0,14050000.0,16122.317886451086,1756054174172,Synapse54,1756054174172,Synapse54
118,90505 (Torrance),90505,44.8,44.8,21710000.0,21767.46779075956,1756054174172,Synapse54,1756054174172,Synapse54
119,90506 (Torrance),90506,0.0,0.0,986250.0,4444.609305969986,1756054174172,Synapse54,1756054174172,Synapse54
120,90601 (Whittier),90601,40.8,40.8,38838750.0,54832.79781886936,1756054174172,Synapse54,1756054174172,Synapse54
121,90602 (Whittier),90602,36.8,36.8,10847500.0,26225.609033384786,1756054174172,Synapse54,1756054174172,Synapse54
122,90603 (Whittier),90603,41.5,41.5,12597500.0,25045.421824370704,1756054174172,Synapse54,1756054174172,Synapse54
123,90604 (Whittier),90604,38.2,38.2,16430000.0,24358.29159146069,1756054174172,Synapse54,1756054174172,Synapse54
124,90605 (Whittier),90605,37.6,37.6,20233750.0,38423.31700923025,1756054174172,Synapse54,1756054174172,Synapse54
125,90606 (Whittier),90606,39.2,39.2,14151250.0,22399.949932366642,1756054174172,Synapse54,1756054174172,Synapse54
126,90620 (Buena Park),90620,40.1,40.1,25017500.0,36111.934713113915,1756054174172,Synapse54,1756054174172,Synapse54
127,90621 (Buena Park),90621,37.5,37.5,14948750.0,21408.846784627196,1756054174172,Synapse54,1756054174172,Synapse54
128,90623 (La Palma),90623,44.5,44.5,6998750.0,16300.268205810837,1756054174172,Synapse54,1756054174172,Synapse54
129,90630 (Cypress),90630,42.1,42.1,23338750.0,30751.71252744115,1756054174172,Synapse54,1756054174172,Synapse54
130,90631 (La Habra),90631,39.0,39.0,51108750.0,40857.60378403997,1756054174172,Synapse54,1756054174172,Synapse54
131,90638 (La Mirada),90638,43.6,43.6,28950000.0,36446.618305328906,1756054174172,Synapse54,1756054174172,Synapse54
132,90639 (La Mirada),90639,21.0,21.0,628750.0,3998.729491814451,1756054174172,Synapse54,1756054174172,Synapse54
133,90640 (Montebello),90640,39.0,39.0,31045000.0,33620.211280686,1756054174172,Synapse54,1756054174172,Synapse54
134,90650 (Norwalk),90650,37.8,37.8,36758750.0,33961.03358351439,1756054174172,Synapse54,1756054174172,Synapse54
135,90660 (Pico Rivera),90660,39.4,39.4,32145000.0,29572.79336298238,1756054174172,Synapse54,1756054174172,Synapse54
136,90670 (Santa Fe Springs),90670,41.0,41.0,32260000.0,52615.073446094386,1756054174172,Synapse54,1756054174172,Synapse54
137,90680 (Stanton),90680,39.8,39.8,9910000.0,24427.003458636504,1756054174172,Synapse54,1756054174172,Synapse54
138,90701 (Artesia),90701,41.4,41.4,6091250.0,15069.463540817756,1756054174172,Synapse54,1756054174172,Synapse54
139,90703 (Cerritos),90703,46.7,46.7,33378750.0,43917.87476317953,1756054174172,Synapse54,1756054174172,Synapse54
140,90704 (Avalon),90704,38.9,38.9,490602500.0,222413.14249330448,1756054174172,Synapse54,1756054174172,Synapse54
141,90706 (Bellflower),90706,36.5,36.5,23268750.0,21698.30198308351,1756054174172,Synapse54,1756054174172,Synapse54
142,90710 (Harbor City),90710,41.1,41.1,8768068.17578125,14610.890909475642,1756054174172,Synapse54,1756054174172,Synapse54
143,90712 (Lakewood),90712,40.7,40.7,16497500.0,22581.403062996225,1756054174172,Synapse54,1756054174172,Synapse54
144,90713 (Lakewood),90713,41.9,41.9,12855000.0,16071.269561037803,1756054174172,Synapse54,1756054174172,Synapse54
145,90715 (Lakewood),90715,37.6,37.6,6542500.0,15274.722761850482,1756054174172,Synapse54,1756054174172,Synapse54
146,90716 (Hawaiian Gardens),90716,34.6,34.6,3616250.0,8919.851166196735,1756054174172,Synapse54,1756054174172,Synapse54
147,90717 (Lomita),90717,41.3,41.3,7900681.82421875,16682.869532286593,1756054174172,Synapse54,1756054174172,Synapse54
148,90720 (Los Alamitos),90720,43.0,43.0,23131250.0,25284.636706950274,1756054174172,Synapse54,1756054174172,Synapse54
149,90723 (Paramount),90723,33.9,33.9,17868750.0,25501.526120005932,1756054174172,Synapse54,1756054174172,Synapse54
150,90731 (San Pedro),90731,39.0,39.0,40585056.3125,84831.40133563758,1756054174172,Synapse54,1756054174172,Synapse54
151,90732 (San Pedro),90732,45.8,45.8,12376250.0,32919.468861868474,1756054174172,Synapse54,1756054174172,Synapse54
152,90740 (Seal Beach),90740,61.9,61.9,42647500.0,54903.19510480677,1756054174172,Synapse54,1756054174172,Synapse54
153,90742 (Sunset Beach),90742,55.0,55.0,700000.0,5382.97923380643,1756054174172,Synapse54,1756054174172,Synapse54
154,90743 (Surfside),90743,54.6,54.6,231250.0,2649.4684186845716,1756054174172,Synapse54,1756054174172,Synapse54
155,90744 (Wilmington),90744,34.5,34.5,31080241.0703125,43104.84708847526,1756054174172,Synapse54,1756054174172,Synapse54
156,90745 (Carson),90745,42.6,42.6,35248750.0,31438.954141770097,1756054174172,Synapse54,1756054174172,Synapse54
157,90746 (Carson),90746,45.4,45.4,17917500.0,30525.228219730772,1756054174172,Synapse54,1756054174172,Synapse54
158,90747 (Carson),90747,23.0,23.0,2286250.0,6401.533492925306,1756054174172,Synapse54,1756054174172,Synapse54
159,90755 (Signal Hill),90755,38.9,38.9,8360000.0,20962.747994930123,1756054174172,Synapse54,1756054174172,Synapse54
160,90802 (Long Beach),90802,36.7,36.7,22859565.21484375,61216.36467230521,1756054174172,Synapse54,1756054174172,Synapse54
161,90803 (Long Beach),90803,45.2,45.2,16947478.35546875,45733.707572355765,1756054174172,Synapse54,1756054174172,Synapse54
162,90804 (Long Beach),90804,33.8,33.8,8326250.0,18278.657841786222,1756054174172,Synapse54,1756054174172,Synapse54
163,90805 (Long Beach),90805,34.6,34.6,28225000.0,28174.541959087306,1756054174172,Synapse54,1756054174172,Synapse54
164,90806 (Long Beach),90806,35.8,35.8,14550000.0,29064.01359351673,1756054174172,Synapse54,1756054174172,Synapse54
165,90807 (Long Beach),90807,42.1,42.1,18902500.0,30267.06802898536,1756054174172,Synapse54,1756054174172,Synapse54
166,90808 (Long Beach),90808,43.6,43.6,29241250.0,30721.491015936237,1756054174172,Synapse54,1756054174172,Synapse54
167,90810 (Long Beach),90810,38.0,38.0,23778750.0,23730.30178820947,1756054174172,Synapse54,1756054174172,Synapse54
168,90813 (Long Beach),90813,32.9,32.9,15251250.0,22717.46012815867,1756054174172,Synapse54,1756054174172,Synapse54
169,90814 (Long Beach),90814,39.3,39.3,5013750.0,13776.264076664187,1756054174172,Synapse54,1756054174172,Synapse54
170,90815 (Long Beach),90815,40.4,40.4,26098750.0,29841.525038213953,1756054174172,Synapse54,1756054174172,Synapse54
171,90822 (Long Beach),90822,0.0,0.0,2012500.0,6835.24674173542,1756054174172,Synapse54,1756054174172,Synapse54
172,90840 (Long Beach),90840,18.5,18.5,1838750.0,7011.562619522607,1756054174172,Synapse54,1756054174172,Synapse54
173,91001 (Altadena),91001,45.8,45.8,30086250.0,28611.93414141357,1756054174172,Synapse54,1756054174172,Synapse54
174,91006 (Arcadia),91006,45.2,45.2,25332500.0,45934.012082113266,1756054174172,Synapse54,1756054174172,Synapse54
175,91007 (Arcadia),91007,44.7,44.7,20750000.0,22295.521687634144,1756054174172,Synapse54,1756054174172,Synapse54
176,91008 (Duarte),91008,60.2,60.2,8742500.0,14445.201558569706,1756054174172,Synapse54,1756054174172,Synapse54
177,91010 (Duarte),91010,43.6,43.6,20927500.0,31768.10300202286,1756054174172,Synapse54,1756054174172,Synapse54
178,91011 (La Canada Flintridge),91011,46.2,46.2,235935000.0,119412.32543553658,1756054174172,Synapse54,1756054174172,Synapse54
179,91016 (Monrovia),91016,41.4,41.4,65510000.0,53998.45226868132,1756054174172,Synapse54,1756054174172,Synapse54
180,91020 (Montrose),91020,42.3,42.3,2776250.0,9561.411644143616,1756054174172,Synapse54,1756054174172,Synapse54
181,91024 (Sierra Madre),91024,48.0,48.0,11600000.0,17238.48571830037,1756054174172,Synapse54,1756054174172,Synapse54
182,91030 (South Pasadena),91030,42.1,42.1,13137500.0,16702.014035731634,1756054174172,Synapse54,1756054174172,Synapse54
183,91040 (Sunland),91040,45.0,45.0,53893750.0,61465.04415072815,1756054174172,Synapse54,1756054174172,Synapse54
184,91042 (Tujunga),91042,44.2,44.2,240835000.0,104676.29839446922,1756054174172,Synapse54,1756054174172,Synapse54
185,91101 (Pasadena),91101,37.3,37.3,4598750.0,10310.417004422296,1756054174172,Synapse54,1756054174172,Synapse54
186,91103 (Pasadena),91103,39.6,39.6,18882500.0,23353.075544535273,1756054174172,Synapse54,1756054174172,Synapse54
187,91104 (Pasadena),91104,42.5,42.5,14188750.0,17381.902651995177,1756054174172,Synapse54,1756054174172,Synapse54
188,91105 (Pasadena),91105,47.5,47.5,15435000.0,26586.52536258954,1756054174172,Synapse54,1756054174172,Synapse54
189,91106 (Pasadena),91106,37.7,37.7,11093750.0,22187.182544502364,1756054174172,Synapse54,1756054174172,Synapse54
190,91107 (Pasadena),91107,43.4,43.4,32023750.0,34277.864025740404,1756054174172,Synapse54,1756054174172,Synapse54
191,91108 (San Marino),91108,48.3,48.3,14378750.0,23223.647453976366,1756054174172,Synapse54,1756054174172,Synapse54
192,91123 (Pasadena),91123,38.7,38.7,233750.0,1961.2850452343105,1756054174172,Synapse54,1756054174172,Synapse54
193,91201 (Glendale),91201,43.7,43.7,9067500.0,16004.043418090168,1756054174172,Synapse54,1756054174172,Synapse54
194,91202 (Glendale),91202,42.8,42.8,8306250.0,12695.81901860795,1756054174172,Synapse54,1756054174172,Synapse54
195,91203 (Glendale),91203,37.9,37.9,3162500.0,7569.123566357791,1756054174172,Synapse54,1756054174172,Synapse54
196,91204 (Glendale),91204,39.5,39.5,3878750.0,12602.623300526155,1756054174172,Synapse54,1756054174172,Synapse54
197,91205 (Glendale),91205,41.6,41.6,7110000.0,12272.279223383724,1756054174172,Synapse54,1756054174172,Synapse54
198,91206 (Glendale),91206,43.3,43.3,21885000.0,30239.85697660225,1756054174172,Synapse54,1756054174172,Synapse54
199,91207 (Glendale),91207,46.3,46.3,17861250.0,26479.075633820838,1756054174172,Synapse54,1756054174172,Synapse54
200,91208 (Glendale),91208,45.7,45.7,29556250.0,32912.561920869965,1756054174172,Synapse54,1756054174172,Synapse54
201,91210 (Glendale),91210,39.7,39.7,182500.0,2107.4325327408296,1756054174172,Synapse54,1756054174172,Synapse54
202,91214 (La Crescenta),91214,44.4,44.4,20615000.0,21401.414046358954,1756054174172,Synapse54,1756054174172,Synapse54
203,91301 (Agoura Hills),91301,45.3,45.3,134363750.0,67277.26965458738,1756054174172,Synapse54,1756054174172,Synapse54
204,91302 (Calabasas),91302,45.6,45.6,98142500.0,70788.38824713705,1756054174172,Synapse54,1756054174172,Synapse54
205,91303 (Canoga Park),91303,34.8,34.8,8182500.0,11520.901816693822,1756054174172,Synapse54,1756054174172,Synapse54
206,91304 (Canoga Park),91304,40.0,40.0,35217500.0,38994.15831774841,1756054174172,Synapse54,1756054174172,Synapse54
207,91306 (Winnetka),91306,39.6,39.6,16738750.0,19123.250920383958,1756054174172,Synapse54,1756054174172,Synapse54
208,91307 (West Hills),91307,45.3,45.3,89955000.0,60956.555775919995,1756054174172,Synapse54,1756054174172,Synapse54
209,91311 (Chatsworth),91311,44.4,44.4,126623750.0,72835.31613357416,1756054174172,Synapse54,1756054174172,Synapse54
210,91316 (Encino),91316,43.3,43.3,16403750.0,20835.26009425607,1756054174172,Synapse54,1756054174172,Synapse54
211,91320 (Newbury Park),91320,43.7,43.7,151105000.0,83716.36861144997,1756054174172,Synapse54,1756054174172,Synapse54
212,91321 (Newhall),91321,38.5,38.5,117855000.0,79034.04828918827,1756054174172,Synapse54,1756054174172,Synapse54
213,91324 (Northridge),91324,39.0,39.0,15238750.0,18143.40760813871,1756054174172,Synapse54,1756054174172,Synapse54
214,91325 (Northridge),91325,38.0,38.0,18560000.0,27275.17032674827,1756054174172,Synapse54,1756054174172,Synapse54
215,91326 (Porter Ranch),91326,43.9,43.9,30523750.0,28204.04321479223,1756054174172,Synapse54,1756054174172,Synapse54
216,91330 (Northridge),91330,21.6,21.6,1535000.0,6520.797307752839,1756054174172,Synapse54,1756054174172,Synapse54
217,91331 (Pacoima),91331,35.9,35.9,35392180.85546875,29244.705202001038,1756054174172,Synapse54,1756054174172,Synapse54
218,91335 (Reseda),91335,39.4,39.4,25166250.0,20139.875729999905,1756054174172,Synapse54,1756054174172,Synapse54
219,91340 (San Fernando),91340,36.0,36.0,13532500.0,17740.528168649365,1756054174172,Synapse54,1756054174172,Synapse54
220,91342 (Sylmar),91342,37.3,37.3,321907500.0,153479.78359142647,1756054174172,Synapse54,1756054174172,Synapse54
221,91343 (North Hills),91343,37.0,37.0,22563750.0,20905.997812911297,1756054174172,Synapse54,1756054174172,Synapse54
222,91344 (Granada Hills),91344,43.5,43.5,59606250.0,35591.4973880145,1756054174172,Synapse54,1756054174172,Synapse54
223,91345 (Mission Hills),91345,41.2,41.2,11837500.0,15157.388280008474,1756054174172,Synapse54,1756054174172,Synapse54
224,91350 (Santa Clarita),91350,39.8,39.8,52391250.0,48085.91830827349,1756054174172,Synapse54,1756054174172,Synapse54
225,91351 (Canyon Country),91351,39.5,39.5,35362500.0,40461.982763531814,1756054174172,Synapse54,1756054174172,Synapse54
226,91352 (Sun Valley),91352,38.1,38.1,53852819.14453125,49440.323549958484,1756054174172,Synapse54,1756054174172,Synapse54
