OBJECTID,DESCRIPTION,ID,TOTPOP_FY,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
935,95404 (Santa Rosa),95404,39607,39607,337346250.0,183604.44732701423,1756054349282,Synapse54,1756054349282,Synapse54
936,95405 (Santa Rosa),95405,21527,21527,21967500.0,29334.346735747473,1756054349282,Synapse54,1756054349282,Synapse54
937,95407 (Santa Rosa),95407,45693,45693,90637500.0,57080.870345108284,1756054349282,Synapse54,1756054349282,Synapse54
938,95409 (Santa Rosa),95409,25899,25899,159227500.0,92862.86681030248,1756054349282,Synapse54,1756054349282,Synapse54
939,95410 (Albion),95410,871,871,178885000.0,76176.40291828418,1756054349282,Synapse54,1756054349282,Synapse54
940,95412 (Annapolis),95412,270,270,188637109.375,100518.30845784968,1756054349282,Synapse54,1756054349282,Synapse54
941,95419 (Camp Meeker),95419,353,353,1142500.0,10187.482443613439,1756054349282,Synapse54,1756054349282,Synapse54
942,93591 (Palmdale),93591,7092,7092,331107500.0,113186.23220289519,1756054349282,Synapse54,1756054349282,Synapse54
943,95420 (Caspar),95420,405,405,24582500.0,32937.033859365685,1756054349282,Synapse54,1756054349282,Synapse54
944,95421 (Cazadero),95421,1599,1599,1077695390.625,293126.6662297213,1756054349282,Synapse54,1756054349282,Synapse54
945,95422 (Clearlake),95422,17459,17459,287561250.0,150046.6527824868,1756054349282,Synapse54,1756054349282,Synapse54
946,95423 (Clearlake Oaks),95423,4593,4593,1068233750.0,229589.88490481282,1756054349282,Synapse54,1756054349282,Synapse54
947,95425 (Cloverdale),95425,10979,10979,452983750.0,161408.030816888,1756054349282,Synapse54,1756054349282,Synapse54
948,95426 (Cobb),95426,1170,1170,85153750.0,65262.22736337749,1756054349282,Synapse54,1756054349282,Synapse54
949,95427 (Comptche),95427,485,485,534768750.0,219853.8394348084,1756054349282,Synapse54,1756054349282,Synapse54
950,95428 (Covelo),95428,2910,2910,3198815000.0,342632.249462821,1756054349282,Synapse54,1756054349282,Synapse54
951,95429 (Dos Rios),95429,94,94,173175000.0,110516.50140484574,1756054349282,Synapse54,1756054349282,Synapse54
952,95432 (Elk),95432,349,349,105965000.0,112596.27191156823,1756054349282,Synapse54,1756054349282,Synapse54
953,95436 (Forestville),95436,5226,5226,95830000.0,73269.96334678763,1756054349282,Synapse54,1756054349282,Synapse54
954,95437 (Fort Bragg),95437,13895,13895,606693750.0,173027.4793369352,1756054349282,Synapse54,1756054349282,Synapse54
955,95439 (Fulton),95439,706,706,9780000.0,15206.662138008665,1756054349282,Synapse54,1756054349282,Synapse54
956,95441 (Geyserville),95441,1873,1873,714508750.0,280618.0997841332,1756054349282,Synapse54,1756054349282,Synapse54
957,95442 (Glen Ellen),95442,3125,3125,114571250.0,71461.81844335716,1756054349282,Synapse54,1756054349282,Synapse54
958,95443 (Glenhaven),95443,151,151,17221250.0,22626.978463325246,1756054349282,Synapse54,1756054349282,Synapse54
959,95444 (Graton),95444,654,654,2837500.0,8862.696748923001,1756054349282,Synapse54,1756054349282,Synapse54
960,95445 (Gualala),95445,2292,2292,553507500.0,204861.12560556992,1756054349282,Synapse54,1756054349282,Synapse54
961,95446 (Guerneville),95446,4727,4727,112141250.0,73826.28776203241,1756054349282,Synapse54,1756054349282,Synapse54
962,95448 (Healdsburg),95448,15846,15846,780963750.0,275844.4782612812,1756054349282,Synapse54,1756054349282,Synapse54
963,95449 (Hopland),95449,1613,1613,947547500.0,237762.8742155,1756054349282,Synapse54,1756054349282,Synapse54
964,95450 (Jenner),95450,352,352,145123750.0,148394.2039556423,1756054349282,Synapse54,1756054349282,Synapse54
965,95451 (Kelseyville),95451,12061,12061,449228750.0,146537.30318367507,1756054349282,Synapse54,1756054349282,Synapse54
966,95452 (Kenwood),95452,1096,1096,58806250.0,53457.664338833994,1756054349282,Synapse54,1756054349282,Synapse54
967,95453 (Lakeport),95453,12147,12147,665086250.0,155212.3837866206,1756054349282,Synapse54,1756054349282,Synapse54
968,95454 (Laytonville),95454,2374,2374,699809654.2539062,206934.41464263812,1756054349282,Synapse54,1756054349282,Synapse54
969,95456 (Little River),95456,1002,1002,61400000.0,62845.05200385065,1756054349282,Synapse54,1756054349282,Synapse54
970,95457 (Lower Lake),95457,3123,3123,641988750.0,198738.24987894687,1756054349282,Synapse54,1756054349282,Synapse54
971,95458 (Lucerne),95458,2674,2674,44163750.0,40918.84699883247,1756054349282,Synapse54,1756054349282,Synapse54
972,95459 (Manchester),95459,521,521,321466250.0,110311.47410746895,1756054349282,Synapse54,1756054349282,Synapse54
973,95460 (Mendocino),95460,2015,2015,173705000.0,154322.0783601564,1756054349282,Synapse54,1756054349282,Synapse54
974,95461 (Middletown),95461,3340,3340,597188750.0,197449.18676407545,1756054349282,Synapse54,1756054349282,Synapse54
975,95462 (Monte Rio),95462,1311,1311,28402500.0,34561.08368943243,1756054349282,Synapse54,1756054349282,Synapse54
976,95463 (Navarro),95463,201,201,20531250.0,21167.2580314138,1756054349282,Synapse54,1756054349282,Synapse54
977,95464 (Nice),95464,2629,2629,64077500.0,44394.307334129066,1756054349282,Synapse54,1756054349282,Synapse54
978,95465 (Occidental),95465,1826,1826,205225000.0,89167.64272579616,1756054349282,Synapse54,1756054349282,Synapse54
979,95466 (Philo),95466,1225,1225,483704750.0,195861.17274715897,1756054349282,Synapse54,1756054349282,Synapse54
980,95467 (Hidden Valley Lake),95467,5876,5876,29168750.0,30103.881372080807,1756054349282,Synapse54,1756054349282,Synapse54
981,95468 (Point Arena),95468,1300,1300,476977500.0,201027.1747654612,1756054349282,Synapse54,1756054349282,Synapse54
982,95469 (Potter Valley),95469,1756,1756,842882500.0,198334.10631272977,1756054349282,Synapse54,1756054349282,Synapse54
983,95470 (Redwood Valley),95470,6197,6197,469211250.0,246210.79712801005,1756054349282,Synapse54,1756054349282,Synapse54
984,95471 (Rio Nido),95471,537,537,4172500.0,10267.663229527312,1756054349282,Synapse54,1756054349282,Synapse54
985,95472 (Sebastopol),95472,27360,27360,322607500.0,148248.71737101968,1756054349282,Synapse54,1756054349282,Synapse54
986,95476 (Sonoma),95476,32990,32990,456481250.0,133276.9942518208,1756054349282,Synapse54,1756054349282,Synapse54
987,95482 (Ukiah),95482,33192,33192,1287255250.0,301132.1799386687,1756054349282,Synapse54,1756054349282,Synapse54
988,95485 (Upper Lake),95485,2921,2921,411906250.0,157469.28985309092,1756054349282,Synapse54,1756054349282,Synapse54
989,95488 (Westport),95488,249,249,492977500.0,162659.04010173542,1756054349282,Synapse54,1756054349282,Synapse54
990,95490 (Willits),95490,13639,13639,1748575345.7421875,308195.1763647259,1756054349282,Synapse54,1756054349282,Synapse54
991,95492 (Windsor),95492,27405,27405,89867500.0,89068.70382388223,1756054349282,Synapse54,1756054349282,Synapse54
992,95493 (Witter Springs),95493,104,104,11202500.0,26863.80098370848,1756054349282,Synapse54,1756054349282,Synapse54
993,95494 (Yorkville),95494,200,200,173701250.0,96423.44826981018,1756054349282,Synapse54,1756054349282,Synapse54
994,95497 (The Sea Ranch),95497,1420,1420,48698750.0,51865.55744497181,1756054349282,Synapse54,1756054349282,Synapse54
995,95501 (Eureka),95501,23334,23334,29962500.0,57129.70032731054,1756054349282,Synapse54,1756054349282,Synapse54
996,95503 (Eureka),95503,24303,24303,499262500.0,164909.84394763623,1756054349282,Synapse54,1756054349282,Synapse54
997,95511 (Alderpoint),95511,305,305,286802500.0,119327.44126279792,1756054349282,Synapse54,1756054349282,Synapse54
998,95514 (Blocksburg),95514,174,174,421093750.0,133790.61984369808,1756054349282,Synapse54,1756054349282,Synapse54
999,95519 (McKinleyville),95519,18347,18347,274192500.0,84919.86550028429,1756054349282,Synapse54,1756054349282,Synapse54
1000,95521 (Arcata),95521,21831,21831,263121250.0,153334.2701414802,1756054349282,Synapse54,1756054349282,Synapse54
1001,95524 (Bayside),95524,1524,1524,57000000.0,53947.39248776813,1756054349282,Synapse54,1756054349282,Synapse54
1002,95525 (Blue Lake),95525,1372,1372,850510000.0,208127.23444070725,1756054349282,Synapse54,1756054349282,Synapse54
1003,95526 (Bridgeville),95526,800,800,1300142500.0,261204.40968165276,1756054349282,Synapse54,1756054349282,Synapse54
1004,95527 (Burnt Ranch),95527,351,351,578463750.0,155708.8428401851,1756054349282,Synapse54,1756054349282,Synapse54
1005,95528 (Carlotta),95528,874,874,367747500.0,122306.01652211593,1756054349282,Synapse54,1756054349282,Synapse54
1006,95531 (Crescent City),95531,22686,22686,1192545392.8515625,315370.1210162218,1756054349282,Synapse54,1756054349282,Synapse54
1007,95536 (Ferndale),95536,2636,2636,1089777500.0,198140.50910460987,1756054349282,Synapse54,1756054349282,Synapse54
1008,95540 (Fortuna),95540,13922,13922,199806250.0,95029.70755387848,1756054349282,Synapse54,1756054349282,Synapse54
1009,95542 (Garberville),95542,3400,3400,1441873750.0,435421.56455214607,1756054349282,Synapse54,1756054349282,Synapse54
1010,95543 (Gasquet),95543,744,744,1363453750.0,210827.18536903785,1756054349282,Synapse54,1756054349282,Synapse54
1011,95546 (Hoopa),95546,3552,3552,1703351250.0,272334.9850736303,1756054349282,Synapse54,1756054349282,Synapse54
1012,95547 (Hydesville),95547,1176,1176,26138750.0,21398.952346800455,1756054349282,Synapse54,1756054349282,Synapse54
1013,95548 (Klamath),95548,1185,1185,645711250.0,178263.1992829036,1756054349282,Synapse54,1756054349282,Synapse54
1014,95549 (Kneeland),95549,923,923,843981250.0,239462.531377506,1756054349282,Synapse54,1756054349282,Synapse54
1015,95550 (Korbel),95550,264,264,857735000.0,227516.01729778392,1756054349282,Synapse54,1756054349282,Synapse54
1016,95551 (Loleta),95551,1573,1573,126685811.96484375,102048.56932705181,1756054349282,Synapse54,1756054349282,Synapse54
1017,95552 (Mad River),95552,281,281,195810000.0,99691.82987825625,1756054349282,Synapse54,1756054349282,Synapse54
1018,95553 (Miranda),95553,596,596,65276250.0,50873.990281702245,1756054349282,Synapse54,1756054349282,Synapse54
1019,95554 (Myers Flat),95554,1110,1110,950241250.0,356745.39781814214,1756054349282,Synapse54,1756054349282,Synapse54
1020,93601 (Ahwahnee),93601,1811,1811,142641250.0,85916.80402890376,1756054349282,Synapse54,1756054349282,Synapse54
1021,93602 (Auberry),93602,3395,3395,372420000.0,132776.85010877837,1756054349282,Synapse54,1756054349282,Synapse54
1022,93603 (Badger),93603,274,274,118912500.0,97049.57784977186,1756054349282,Synapse54,1756054349282,Synapse54
1023,93604 (Bass Lake),93604,769,769,23500000.0,35577.66568122268,1756054349282,Synapse54,1756054349282,Synapse54
1024,93606 (Biola),93606,1328,1328,2593750.0,7108.307627037011,1756054349282,Synapse54,1756054349282,Synapse54
1025,93608 (Cantua Creek),93608,1290,1290,478897500.0,114394.28979936735,1756054349282,Synapse54,1756054349282,Synapse54
1026,93609 (Caruthers),93609,5678,5678,241541250.0,79566.08785831252,1756054349282,Synapse54,1756054349282,Synapse54
1027,93610 (Chowchilla),93610,24275,24275,1045001250.0,216660.03973399368,1756054349282,Synapse54,1756054349282,Synapse54
1028,93611 (Clovis),93611,47326,47326,42878750.0,47933.50344364778,1756054349282,Synapse54,1756054349282,Synapse54
1029,93612 (Clovis),93612,39310,39310,27338750.0,34503.37863181957,1756054349282,Synapse54,1756054349282,Synapse54
1030,93614 (Coarsegold),93614,11318,11318,569362437.5,199468.61740305426,1756054349282,Synapse54,1756054349282,Synapse54
1031,93615 (Cutler),93615,5285,5285,61432500.0,43144.198863251426,1756054349282,Synapse54,1756054349282,Synapse54
1032,93616 (Del Rey),93616,2077,2077,53928750.0,42516.20582562826,1756054349282,Synapse54,1756054349282,Synapse54
1033,93618 (Dinuba),93618,31944,31944,269097500.0,102197.98154504903,1756054349282,Synapse54,1756054349282,Synapse54
1034,93619 (Clovis),93619,62528,62528,748587500.0,194092.32730768184,1756054349282,Synapse54,1756054349282,Synapse54
1035,93620 (Dos Palos),93620,10420,10420,695457500.0,165710.74071628856,1756054349282,Synapse54,1756054349282,Synapse54
1036,93621 (Dunlap),93621,268,268,55725000.0,62414.793108866405,1756054349282,Synapse54,1756054349282,Synapse54
1037,93622 (Firebaugh),93622,10384,10384,1878002500.0,427028.8441735547,1756054349282,Synapse54,1756054349282,Synapse54
1038,93623 (Fish Camp),93623,81,81,149587500.0,72274.06887010609,1756054349282,Synapse54,1756054349282,Synapse54
1039,93624 (Five Points),93624,472,472,457813750.0,143995.37187534748,1756054349282,Synapse54,1756054349282,Synapse54
1040,93625 (Fowler),93625,9787,9787,99161250.0,59208.954147904566,1756054349282,Synapse54,1756054349282,Synapse54
1041,93626 (Friant),93626,2602,2602,424050000.0,144818.1657480191,1756054349282,Synapse54,1756054349282,Synapse54
1042,93627 (Helm),93627,85,85,174451250.0,61328.98773189852,1756054349282,Synapse54,1756054349282,Synapse54
1043,93628 (Hume),93628,87,87,22806250.0,22432.08334494645,1756054349282,Synapse54,1756054349282,Synapse54
1044,93630 (Kerman),93630,22061,22061,630955000.0,137129.96301622014,1756054349282,Synapse54,1756054349282,Synapse54
1045,93631 (Kingsburg),93631,17821,17821,290826250.0,127414.12222235455,1756054349282,Synapse54,1756054349282,Synapse54
1046,93633 (Kings Canyon National Pk),93633,449,449,2747113750.0,432087.78625044454,1756054349282,Synapse54,1756054349282,Synapse54
1047,93634 (Lakeshore),93634,15,15,288427500.0,93678.65020559738,1756054349282,Synapse54,1756054349282,Synapse54
1048,93635 (Los Banos),93635,55385,55385,2246182500.0,356523.6897694365,1756054349282,Synapse54,1756054349282,Synapse54
1049,93636 (Madera),93636,22061,22061,868101250.0,182971.94160204416,1756054349282,Synapse54,1756054349282,Synapse54
1050,93637 (Madera),93637,42875,42875,929867500.0,184979.8135691581,1756054349282,Synapse54,1756054349282,Synapse54
1051,93638 (Madera),93638,51953,51953,345925000.0,112476.19197872673,1756054349282,Synapse54,1756054349282,Synapse54
1052,93640 (Mendota),93640,15257,15257,1840838750.0,318013.21963958343,1756054349282,Synapse54,1756054349282,Synapse54
1053,93641 (Miramonte),93641,582,582,112430000.0,70754.39039428507,1756054349282,Synapse54,1756054349282,Synapse54
1054,93643 (North Fork),93643,3175,3175,789391250.0,213037.1188277554,1756054349282,Synapse54,1756054349282,Synapse54
1055,93644 (Oakhurst),93644,8237,8237,962563006.9921875,267350.47887293884,1756054349282,Synapse54,1756054349282,Synapse54
1056,93645 (O Neals),93645,266,266,163476250.0,102813.54751247233,1756054349282,Synapse54,1756054349282,Synapse54
1057,93646 (Orange Cove),93646,10578,10578,171871250.0,78166.54047640465,1756054349282,Synapse54,1756054349282,Synapse54
1058,93647 (Orosi),93647,10604,10604,279088750.0,96559.18150363595,1756054349282,Synapse54,1756054349282,Synapse54
1059,93648 (Parlier),93648,15443,15443,82266250.0,49019.79437700118,1756054349282,Synapse54,1756054349282,Synapse54
1060,93650 (Fresno),93650,3336,3336,2915000.0,10750.947745815918,1756054349282,Synapse54,1756054349282,Synapse54
1061,93651 (Prather),93651,1476,1476,78617500.0,56014.04673162482,1756054349282,Synapse54,1756054349282,Synapse54
1062,93652 (Raisin City),93652,355,355,8075000.0,14050.4166377355,1756054349282,Synapse54,1756054349282,Synapse54
1063,93653 (Raymond),93653,1098,1098,1122685000.0,217338.02920773695,1756054349282,Synapse54,1756054349282,Synapse54
1064,93654 (Reedley),93654,31723,31723,458942500.0,156831.15084691523,1756054349282,Synapse54,1756054349282,Synapse54
1065,93656 (Riverdale),93656,6412,6412,440267500.0,128460.56323797608,1756054349282,Synapse54,1756054349282,Synapse54
1066,93657 (Sanger),93657,37463,37463,1005633750.0,288832.22598600516,1756054349282,Synapse54,1756054349282,Synapse54
1067,93660 (San Joaquin),93660,3964,3964,211202500.0,79570.68801285257,1756054349282,Synapse54,1756054349282,Synapse54
1068,93662 (Selma),93662,30506,30506,295055000.0,102480.55768092867,1756054349282,Synapse54,1756054349282,Synapse54
1069,93664 (Shaver Lake),93664,794,794,3415976250.0,403337.8361643772,1756054349282,Synapse54,1756054349282,Synapse54
1070,93666 (Sultana),93666,308,308,1196250.0,5627.510002852006,1756054349282,Synapse54,1756054349282,Synapse54
1071,93667 (Tollhouse),93667,2137,2137,260371250.0,99840.66462098656,1756054349282,Synapse54,1756054349282,Synapse54
1072,93668 (Tranquillity),93668,1231,1231,298466250.0,77341.96806112055,1756054349282,Synapse54,1756054349282,Synapse54
1073,93669 (Wishon),93669,429,429,32462500.0,31750.90769725911,1756054349282,Synapse54,1756054349282,Synapse54
1074,93673 (Traver),93673,699,699,3385000.0,7473.376466048143,1756054349282,Synapse54,1756054349282,Synapse54
1075,93675 (Squaw Valley),93675,3697,3697,342720000.0,94788.98851370667,1756054349282,Synapse54,1756054349282,Synapse54
1076,93701 (Fresno),93701,10914,10914,5953750.0,13205.043234807552,1756054349282,Synapse54,1756054349282,Synapse54
1077,93702 (Fresno),93702,42460,42460,20620000.0,19812.310562561768,1756054349282,Synapse54,1756054349282,Synapse54
1078,93703 (Fresno),93703,34168,34168,19397500.0,19830.277563773197,1756054349282,Synapse54,1756054349282,Synapse54
1079,93704 (Fresno),93704,27871,27871,22590000.0,27105.471620284377,1756054349282,Synapse54,1756054349282,Synapse54
1080,93705 (Fresno),93705,39772,39772,20763750.0,22593.020706623785,1756054349282,Synapse54,1756054349282,Synapse54
1081,93706 (Fresno),93706,39551,39551,624835000.0,147699.52122111115,1756054349282,Synapse54,1756054349282,Synapse54
1082,93710 (Fresno),93710,29628,29628,26748750.0,23026.98591692139,1756054349282,Synapse54,1756054349282,Synapse54
1083,93711 (Fresno),93711,36858,36858,44005000.0,39717.27397216554,1756054349282,Synapse54,1756054349282,Synapse54
1084,93720 (Fresno),93720,47915,47915,38761250.0,46179.174721802745,1756054349282,Synapse54,1756054349282,Synapse54
1085,93721 (Fresno),93721,7694,7694,8145000.0,14213.573266732503,1756054349282,Synapse54,1756054349282,Synapse54
1086,93722 (Fresno),93722,87884,87884,84017500.0,59867.25912732794,1756054349282,Synapse54,1756054349282,Synapse54
1087,93723 (Fresno),93723,17051,17051,177675000.0,64259.11624482831,1756054349282,Synapse54,1756054349282,Synapse54
1088,93725 (Fresno),93725,27044,27044,277108750.0,123881.96838888185,1756054349282,Synapse54,1756054349282,Synapse54
1089,93726 (Fresno),93726,40827,40827,26385000.0,22895.813018039586,1756054349282,Synapse54,1756054349282,Synapse54
1090,93727 (Fresno),93727,97423,97423,87730000.0,52713.0463882547,1756054349282,Synapse54,1756054349282,Synapse54
1091,93728 (Fresno),93728,16059,16059,12132500.0,16047.142699487926,1756054349282,Synapse54,1756054349282,Synapse54
1092,93730 (Fresno),93730,14666,14666,37892500.0,42904.788434696726,1756054349282,Synapse54,1756054349282,Synapse54
1093,93737 (Fresno),93737,9307,9307,45475000.0,40770.049590660994,1756054349282,Synapse54,1756054349282,Synapse54
1094,93741 (Fresno),93741,79,79,415000.0,2890.8149111915895,1756054349282,Synapse54,1756054349282,Synapse54
1095,93901 (Salinas),93901,29543,29543,49076250.0,44475.80369584794,1756054349282,Synapse54,1756054349282,Synapse54
1096,93905 (Salinas),93905,64116,64116,32251250.0,30986.303841262583,1756054349282,Synapse54,1756054349282,Synapse54
1097,93906 (Salinas),93906,67181,67181,68812500.0,39317.24941605753,1756054349282,Synapse54,1756054349282,Synapse54
1098,93907 (Salinas),93907,22939,22939,213045000.0,95284.68141805496,1756054349282,Synapse54,1756054349282,Synapse54
1099,93908 (Salinas),93908,13129,13129,1061338750.0,303096.1327894712,1756054349282,Synapse54,1756054349282,Synapse54
1100,93920 (Big Sur),93920,1191,1191,1101445654.7578125,340535.91805434285,1756054349282,Synapse54,1756054349282,Synapse54
1101,93923 (Carmel),93923,14905,14905,669871845.2421875,208905.8148713517,1756054349282,Synapse54,1756054349282,Synapse54
1102,93924 (Carmel Valley),93924,6186,6186,927551250.0,220262.2686813718,1756054349282,Synapse54,1756054349282,Synapse54
1103,93925 (Chualar),93925,1213,1213,75185000.0,75436.40873389582,1756054349282,Synapse54,1756054349282,Synapse54
1104,93926 (Gonzales),93926,8983,8983,295983750.0,124985.8626719927,1756054349282,Synapse54,1756054349282,Synapse54
1105,93927 (Greenfield),93927,21363,21363,915303681.8203125,248166.22671677396,1756054349282,Synapse54,1756054349282,Synapse54
1106,93930 (King City),93930,16079,16079,1350435000.0,285947.10402693844,1756054349282,Synapse54,1756054349282,Synapse54
1107,93932 (Lockwood),93932,733,733,1229275000.0,277103.62258608395,1756054349282,Synapse54,1756054349282,Synapse54
1108,93933 (Marina),93933,28753,28753,43681250.0,38141.375779456015,1756054349282,Synapse54,1756054349282,Synapse54
1109,93940 (Monterey),93940,28500,28500,67022500.0,76008.66155666241,1756054349282,Synapse54,1756054349282,Synapse54
1110,93943 (Monterey),93943,47,47,906250.0,3873.3916486782,1756054349282,Synapse54,1756054349282,Synapse54
1111,93944 (Monterey),93944,3584,3584,1896250.0,8931.51131578345,1756054349282,Synapse54,1756054349282,Synapse54
1112,93950 (Pacific Grove),93950,14551,14551,11506250.0,20460.049008292488,1756054349282,Synapse54,1756054349282,Synapse54
1113,93953 (Pebble Beach),93953,4725,4725,33083750.0,34847.60953036919,1756054349282,Synapse54,1756054349282,Synapse54
1114,93954 (San Lucas),93954,351,351,1565000.0,6206.333579151132,1756054349282,Synapse54,1756054349282,Synapse54
1115,93955 (Seaside),93955,31571,31571,44293750.0,30970.127365784243,1756054349282,Synapse54,1756054349282,Synapse54
1116,93960 (Soledad),93960,27121,27121,860372500.0,205748.91010736118,1756054349282,Synapse54,1756054349282,Synapse54
1117,93962 (Spreckels),93962,502,502,328750.0,3874.9584023975312,1756054349282,Synapse54,1756054349282,Synapse54
1118,94002 (Belmont),94002,29789,29789,23726250.0,30438.40887113949,1756054349282,Synapse54,1756054349282,Synapse54
1119,94005 (Brisbane),94005,4870,4870,20960000.0,27073.394632558735,1756054349282,Synapse54,1756054349282,Synapse54
1120,94010 (Burlingame),94010,48496,48496,53392248.7734375,56870.761389947154,1756054349282,Synapse54,1756054349282,Synapse54
1121,94014 (Daly City),94014,50603,50603,24572500.0,33300.051987886174,1756054349282,Synapse54,1756054349282,Synapse54
1122,94015 (Daly City),94015,63591,63591,23146250.0,28040.994291398496,1756054349282,Synapse54,1756054349282,Synapse54
1123,94018 (El Granada),94018,3918,3918,2292500.0,10189.485666124361,1756054349282,Synapse54,1756054349282,Synapse54
1124,94019 (Half Moon Bay),94019,15040,15040,295738750.0,156287.20497076423,1756054349282,Synapse54,1756054349282,Synapse54
1125,94020 (La Honda),94020,1875,1875,223715000.0,115902.66856139204,1756054349282,Synapse54,1756054349282,Synapse54
1126,94021 (Loma Mar),94021,238,238,73641250.0,56067.98793562323,1756054349282,Synapse54,1756054349282,Synapse54
1127,94022 (Los Altos),94022,20173,20173,73318750.0,51605.916867906875,1756054349282,Synapse54,1756054349282,Synapse54
1128,94024 (Los Altos),94024,22126,22126,32170000.0,39580.95702608813,1756054349282,Synapse54,1756054349282,Synapse54
1129,94025 (Menlo Park),94025,47179,47179,45495000.0,77336.04934579464,1756054349282,Synapse54,1756054349282,Synapse54
1130,94027 (Atherton),94027,7067,7067,21658750.0,32935.33137280685,1756054349282,Synapse54,1756054349282,Synapse54
1131,94028 (Portola Valley),94028,6805,6805,60188750.0,49199.03077318904,1756054349282,Synapse54,1756054349282,Synapse54
1132,94030 (Millbrae),94030,25011,25011,14327500.0,18803.791537082572,1756054349282,Synapse54,1756054349282,Synapse54
1133,94035 (Mountain View),94035,0,0,10948750.0,16184.885110646392,1756054349282,Synapse54,1756054349282,Synapse54
1134,94037 (Montara),94037,2683,2683,5483750.0,13097.148573164195,1756054349282,Synapse54,1756054349282,Synapse54
1135,94038 (Moss Beach),94038,2876,2876,24657500.0,47109.11719110493,1756054349282,Synapse54,1756054349282,Synapse54
1136,94040 (Mountain View),94040,39653,39653,14680000.0,29318.681930924045,1756054349282,Synapse54,1756054349282,Synapse54
1137,94041 (Mountain View),94041,16583,16583,6767500.0,13765.223583442732,1756054349282,Synapse54,1756054349282,Synapse54
1138,94043 (Mountain View),94043,37062,37062,36076250.0,34434.29361909127,1756054349282,Synapse54,1756054349282,Synapse54
1139,94044 (Pacifica),94044,39174,39174,58658750.0,47775.06781835821,1756054349282,Synapse54,1756054349282,Synapse54
1140,94060 (Pescadero),94060,1234,1234,248566250.0,105400.65709000302,1756054349282,Synapse54,1756054349282,Synapse54
1141,94061 (Redwood City),94061,37604,37604,15618750.0,24709.799624696014,1756054349282,Synapse54,1756054349282,Synapse54
1142,94062 (Redwood City),94062,26237,26237,294853750.0,174752.02828640406,1756054349282,Synapse54,1756054349282,Synapse54
1143,94063 (Redwood City),94063,44441,44441,26788750.0,37791.705204097016,1756054349282,Synapse54,1756054349282,Synapse54
1144,94065 (Redwood City),94065,13256,13256,11640000.0,18163.54406805797,1756054349282,Synapse54,1756054349282,Synapse54
1145,94066 (San Bruno),94066,43914,43914,28987500.0,33711.62139291378,1756054349282,Synapse54,1756054349282,Synapse54
1146,94070 (San Carlos),94070,32022,32022,28714204.546875,34007.28183401264,1756054349282,Synapse54,1756054349282,Synapse54
1147,94074 (San Gregorio),94074,328,328,84161250.0,73999.78281926819,1756054349282,Synapse54,1756054349282,Synapse54
1148,94080 (South San Francisco),94080,69159,69159,43398706.14453125,45871.26946714617,1756054349282,Synapse54,1756054349282,Synapse54
1149,94085 (Sunnyvale),94085,26549,26549,13416250.0,16841.43223119511,1756054349282,Synapse54,1756054349282,Synapse54
1150,94086 (Sunnyvale),94086,57887,57887,18878750.0,24512.530566341276,1756054349282,Synapse54,1756054349282,Synapse54
1151,94087 (Sunnyvale),94087,56228,56228,26666250.0,29131.96374757735,1756054349282,Synapse54,1756054349282,Synapse54
1152,94089 (Sunnyvale),94089,23273,23273,50076250.0,35127.56246856355,1756054349282,Synapse54,1756054349282,Synapse54
1153,94102 (San Francisco),94102,42336,42336,2761250.0,9109.855986528222,1756054349282,Synapse54,1756054349282,Synapse54
1154,94103 (San Francisco),94103,43090,43090,5510000.0,13324.552729419247,1756054349282,Synapse54,1756054349282,Synapse54
1155,94104 (San Francisco),94104,338,338,305000.0,2682.7587961752465,1756054349282,Synapse54,1756054349282,Synapse54
1156,94105 (San Francisco),94105,17034,17034,1471250.0,6474.767645850027,1756054349282,Synapse54,1756054349282,Synapse54
1157,94107 (San Francisco),94107,36514,36514,7565000.0,24031.924013578373,1756054349282,Synapse54,1756054349282,Synapse54
1158,94108 (San Francisco),94108,13159,13159,1146250.0,5405.1537816559785,1756054349282,Synapse54,1756054349282,Synapse54
1159,94109 (San Francisco),94109,54288,54288,4333750.0,11634.999666122127,1756054349282,Synapse54,1756054349282,Synapse54
1160,94110 (San Francisco),94110,65700,65700,9857500.0,15628.126702285164,1756054349282,Synapse54,1756054349282,Synapse54
1161,94111 (San Francisco),94111,5463,5463,2062727.2734375,22413.866350981203,1756054349282,Synapse54,1756054349282,Synapse54
1162,94112 (San Francisco),94112,75865,75865,13590000.0,21832.602696239253,1756054349282,Synapse54,1756054349282,Synapse54
1163,94114 (San Francisco),94114,33410,33410,6161250.0,15544.959820477563,1756054349282,Synapse54,1756054349282,Synapse54
1164,94115 (San Francisco),94115,33735,33735,4572500.0,9265.074333732065,1756054349282,Synapse54,1756054349282,Synapse54
1165,94116 (San Francisco),94116,41997,41997,10858750.0,16662.74154910214,1756054349282,Synapse54,1756054349282,Synapse54
1166,94117 (San Francisco),94117,38925,38925,5152500.0,12601.323787110568,1756054349282,Synapse54,1756054349282,Synapse54
1167,94118 (San Francisco),94118,39392,39392,7762500.0,16824.404157658624,1756054349282,Synapse54,1756054349282,Synapse54
1168,94121 (San Francisco),94121,40086,40086,9025000.0,13021.337032417197,1756054349282,Synapse54,1756054349282,Synapse54
