OBJECTID,DESCRIPTION,ID,GENZ_CY,GENZ_CY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
45,32087 (Sanderson),32087,1048,22.62,22.62,1280266250.0,190176.52092333318,1754587948259,Synapse54,1754587948259,Synapse54
46,32091 (Starke),32091,3542,20.68,20.68,681368750.0,198842.8491624383,1754587948259,Synapse54,1754587948259,Synapse54
47,32092 (Saint Augustine),32092,15979,24.12,24.12,442597500.0,140315.0044989785,1754587948259,Synapse54,1754587948259,Synapse54
48,32094 (Wellborn),32094,544,18.62,18.62,210223750.0,149483.73822673786,1754587948259,Synapse54,1754587948259,Synapse54
49,32095 (Saint Augustine),32095,6464,23.36,23.36,220461723.06640625,149504.97748029407,1754587948259,Synapse54,1754587948259,Synapse54
50,32096 (White Springs),32096,572,19.0,19.0,344482500.0,170745.7295463815,1754587948259,Synapse54,1754587948259,Synapse54
51,32097 (Yulee),32097,6895,22.19,22.19,440585000.0,168411.73913271894,1754587948259,Synapse54,1754587948259,Synapse54
52,32102 (Astor),32102,340,14.0,14.0,167072500.0,92623.62057034473,1754587948259,Synapse54,1754587948259,Synapse54
53,32110 (Bunnell),32110,2063,18.7,18.7,1007048750.0,187832.01046924145,1754587948259,Synapse54,1754587948259,Synapse54
54,32112 (Crescent City),32112,1611,20.54,20.54,359505000.0,179159.9415064475,1754587948259,Synapse54,1754587948259,Synapse54
55,32113 (Citra),32113,1139,18.79,18.79,228146250.0,148645.77130978002,1754587948259,Synapse54,1754587948259,Synapse54
56,32114 (Daytona Beach),32114,12706,34.17,34.17,55971319.072265625,41319.765930631416,1754587948259,Synapse54,1754587948259,Synapse54
57,32117 (Daytona Beach),32117,5993,18.97,18.97,39938750.0,32801.524025943756,1754587948259,Synapse54,1754587948259,Synapse54
58,32118 (Daytona Beach),32118,1821,10.41,10.41,14031250.0,42367.058574361115,1754587948259,Synapse54,1754587948259,Synapse54
59,32119 (Daytona Beach),32119,4171,18.02,18.02,27593750.0,39162.75475916372,1754587948259,Synapse54,1754587948259,Synapse54
60,32124 (Daytona Beach),32124,2482,15.93,15.93,273608750.0,111698.02135798901,1754587948259,Synapse54,1754587948259,Synapse54
61,32127 (Port Orange),32127,4576,15.54,15.54,50451452.78515625,130297.71997727583,1754587948259,Synapse54,1754587948259,Synapse54
62,32128 (Port Orange),32128,4270,19.12,19.12,63188750.0,46967.85294709776,1754587948259,Synapse54,1754587948259,Synapse54
63,32129 (Port Orange),32129,3907,16.7,16.7,24290000.0,30324.104747306,1754587948259,Synapse54,1754587948259,Synapse54
64,32130 (De Leon Springs),32130,1092,19.79,19.79,167587500.0,80140.45949688833,1754587948259,Synapse54,1754587948259,Synapse54
65,32131 (East Palatka),32131,843,16.75,16.75,135461250.0,79850.27520584529,1754587948259,Synapse54,1754587948259,Synapse54
66,32132 (Edgewater),32132,1155,14.07,14.07,27955041.66796875,34362.64505180427,1754587948259,Synapse54,1754587948259,Synapse54
67,32134 (Fort Mc Coy),32134,1142,14.36,14.36,1257856250.0,215766.4832839518,1754587948259,Synapse54,1754587948259,Synapse54
68,32136 (Flagler Beach),32136,959,10.08,10.08,70679038.46289062,110890.263916486,1754587948259,Synapse54,1754587948259,Synapse54
69,32137 (Palm Coast),32137,7745,14.9,14.9,391556370.61328125,288656.90221326513,1754587948259,Synapse54,1754587948259,Synapse54
70,32139 (Georgetown),32139,305,20.12,20.12,86308750.0,58125.876486561116,1754587948259,Synapse54,1754587948259,Synapse54
71,32140 (Florahome),32140,346,19.69,19.69,121750000.0,54909.806656870314,1754587948259,Synapse54,1754587948259,Synapse54
72,32141 (Edgewater),32141,2780,14.68,14.68,111011584.46484375,309196.15894862957,1754587948259,Synapse54,1754587948259,Synapse54
73,32145 (Hastings),32145,1434,21.67,21.67,316661250.0,100674.02113454223,1754587948259,Synapse54,1754587948259,Synapse54
74,32148 (Interlachen),32148,2474,19.86,19.86,356460000.0,132401.82806715154,1754587948259,Synapse54,1754587948259,Synapse54
75,32159 (Lady Lake),32159,2650,8.67,8.67,113933750.0,69144.72136486213,1754587948259,Synapse54,1754587948259,Synapse54
76,32162 (The Villages),32162,403,0.75,0.75,83887500.0,67707.15185416244,1754587948259,Synapse54,1754587948259,Synapse54
77,32163 (The Villages),32163,1355,3.34,3.34,76950000.0,100303.96999489571,1754587948259,Synapse54,1754587948259,Synapse54
78,32164 (Palm Coast),32164,10621,18.81,18.81,116958750.0,62358.9338723874,1754587948259,Synapse54,1754587948259,Synapse54
79,32168 (New Smyrna Beach),32168,5071,14.85,14.85,454867500.0,179496.16795923776,1754587948259,Synapse54,1754587948259,Synapse54
80,32169 (New Smyrna Beach),32169,904,8.48,8.48,48958166.66796875,180273.35817074162,1754587948259,Synapse54,1754587948259,Synapse54
81,32174 (Ormond Beach),32174,8428,14.78,14.78,449461250.0,162754.36739857675,1754587948259,Synapse54,1754587948259,Synapse54
82,32176 (Ormond Beach),32176,1603,11.14,11.14,17402500.0,41275.792159262,1754587948259,Synapse54,1754587948259,Synapse54
83,32177 (Palatka),32177,5711,21.67,21.67,931939895.8320312,230978.61372973837,1754587948259,Synapse54,1754587948259,Synapse54
84,32179 (Ocklawaha),32179,1756,17.5,17.5,307991250.0,138294.78363979323,1754587948259,Synapse54,1754587948259,Synapse54
85,32180 (Pierson),32180,886,20.69,20.69,543177500.0,153275.10652374852,1754587948259,Synapse54,1754587948259,Synapse54
86,32181 (Pomona Park),32181,467,17.47,17.47,111777500.0,61844.45116343525,1754587948259,Synapse54,1754587948259,Synapse54
87,32187 (San Mateo),32187,318,17.23,17.23,79668750.0,64425.82032585418,1754587948259,Synapse54,1754587948259,Synapse54
88,32189 (Satsuma),32189,989,16.22,16.22,112305000.0,81917.329139038,1754587948259,Synapse54,1754587948259,Synapse54
89,32190 (Seville),32190,252,22.38,22.38,192047500.0,89141.42943393052,1754587948259,Synapse54,1754587948259,Synapse54
90,32193 (Welaka),32193,138,13.03,13.03,7260000.0,15532.99352280092,1754587948259,Synapse54,1754587948259,Synapse54
91,32195 (Weirsdale),32195,611,15.62,15.62,79725000.0,61926.77967575711,1754587948259,Synapse54,1754587948259,Synapse54
92,32202 (Jacksonville),32202,1282,19.76,19.76,6963750.0,22110.792544279608,1754587948259,Synapse54,1754587948259,Synapse54
93,32204 (Jacksonville),32204,1572,17.46,17.46,9716250.0,14454.156647197895,1754587948259,Synapse54,1754587948259,Synapse54
94,32205 (Jacksonville),32205,5944,20.04,20.04,26240000.0,26949.613631690012,1754587948259,Synapse54,1754587948259,Synapse54
95,32206 (Jacksonville),32206,4042,22.43,22.43,22973750.0,25127.349115187742,1754587948259,Synapse54,1754587948259,Synapse54
96,32207 (Jacksonville),32207,8571,21.14,21.14,41346931.818359375,37794.61254897065,1754587948259,Synapse54,1754587948259,Synapse54
97,32208 (Jacksonville),32208,7886,23.06,23.06,39111250.0,56673.691910256726,1754587948259,Synapse54,1754587948259,Synapse54
98,32209 (Jacksonville),32209,8791,24.56,24.56,34160000.0,34422.46416465982,1754587948259,Synapse54,1754587948259,Synapse54
99,32210 (Jacksonville),32210,15030,23.31,23.31,71707207.65625,91292.50570769409,1754587948259,Synapse54,1754587948259,Synapse54
100,32211 (Jacksonville),32211,8501,22.77,22.77,28858750.0,39913.9972129222,1754587948259,Synapse54,1754587948259,Synapse54
101,32212 (Jacksonville),32212,730,54.56,54.56,15391250.0,32402.416075702884,1754587948259,Synapse54,1754587948259,Synapse54
102,32214 (Jacksonville),32214,14,53.85,53.85,2896250.0,10460.374365623815,1754587948259,Synapse54,1754587948259,Synapse54
103,32216 (Jacksonville),32216,8875,21.4,21.4,45318750.0,30417.148904767535,1754587948259,Synapse54,1754587948259,Synapse54
104,32217 (Jacksonville),32217,4274,20.96,20.96,18196250.0,24807.664282800983,1754587948259,Synapse54,1754587948259,Synapse54
105,32218 (Jacksonville),32218,17637,23.12,23.12,343272083.33203125,133360.4582071153,1754587948259,Synapse54,1754587948259,Synapse54
106,32219 (Jacksonville),32219,3866,22.22,22.22,230663750.0,90819.79236124895,1754587948259,Synapse54,1754587948259,Synapse54
107,32220 (Jacksonville),32220,2824,20.29,20.29,162281250.0,82452.84933257019,1754587948259,Synapse54,1754587948259,Synapse54
108,32221 (Jacksonville),32221,8292,23.3,23.3,159786250.0,76254.27004258156,1754587948259,Synapse54,1754587948259,Synapse54
109,32222 (Jacksonville),32222,4603,22.09,22.09,41855000.0,31894.009567025052,1754587948259,Synapse54,1754587948259,Synapse54
110,32223 (Jacksonville),32223,4632,17.95,17.95,40230000.0,31657.75158403209,1754587948259,Synapse54,1754587948259,Synapse54
111,32224 (Jacksonville),32224,11946,27.78,27.78,58808750.0,54603.915947366266,1754587948259,Synapse54,1754587948259,Synapse54
112,32225 (Jacksonville),32225,11476,20.58,20.58,91519761.90429688,99456.51624352294,1754587948259,Synapse54,1754587948259,Synapse54
113,32226 (Jacksonville),32226,4582,20.79,20.79,309917826.6074219,521882.42369927873,1754587948259,Synapse54,1754587948259,Synapse54
114,33193 (Miami),33193,9812,21.74,21.74,16685000.0,17870.97481309847,1754587948259,Synapse54,1754587948259,Synapse54
115,32227 (Jacksonville),32227,2258,55.38,55.38,7162500.0,20870.272734897993,1754587948259,Synapse54,1754587948259,Synapse54
116,32233 (Atlantic Beach),32233,5016,19.55,19.55,34141000.0,60046.58291901578,1754587948259,Synapse54,1754587948259,Synapse54
117,32234 (Jacksonville),32234,1715,21.29,21.29,443460000.0,178110.13114169426,1754587948259,Synapse54,1754587948259,Synapse54
118,32244 (Jacksonville),32244,15625,23.48,23.48,88041250.0,52663.57461870429,1754587948259,Synapse54,1754587948259,Synapse54
119,32246 (Jacksonville),32246,13459,22.34,22.34,67588750.0,40806.88033338723,1754587948259,Synapse54,1754587948259,Synapse54
120,32250 (Jacksonville Beach),32250,5541,17.41,17.41,32888360.671875,94236.3643829393,1754587948259,Synapse54,1754587948259,Synapse54
121,32254 (Jacksonville),32254,3634,24.11,24.11,41998750.0,33418.85979159952,1754587948259,Synapse54,1754587948259,Synapse54
122,32256 (Jacksonville),32256,14590,21.08,21.08,225911250.0,66007.62658510808,1754587948259,Synapse54,1754587948259,Synapse54
123,32257 (Jacksonville),32257,8733,20.67,20.67,43317500.0,29140.675576359034,1754587948259,Synapse54,1754587948259,Synapse54
124,32258 (Jacksonville),32258,8314,20.47,20.47,64878750.0,42662.09618659431,1754587948259,Synapse54,1754587948259,Synapse54
125,32259 (Saint Johns),32259,20860,26.28,26.28,192821071.42773438,77497.20408704606,1754587948259,Synapse54,1754587948259,Synapse54
126,32266 (Neptune Beach),32266,1165,16.58,16.58,9062500.0,13335.080168438277,1754587948259,Synapse54,1754587948259,Synapse54
127,32277 (Jacksonville),32277,8595,27.06,27.06,24528750.0,38807.5883494788,1754587948259,Synapse54,1754587948259,Synapse54
128,32301 (Tallahassee),32301,9452,31.03,31.03,38680000.0,40367.83146078246,1754587948259,Synapse54,1754587948259,Synapse54
129,32303 (Tallahassee),32303,11825,24.77,24.77,140372500.0,85218.77527253964,1754587948259,Synapse54,1754587948259,Synapse54
130,32304 (Tallahassee),32304,35045,64.34,64.34,56090000.0,53901.472732338276,1754587948259,Synapse54,1754587948259,Synapse54
131,32305 (Tallahassee),32305,4525,22.73,22.73,325016250.0,123492.51771999865,1754587948259,Synapse54,1754587948259,Synapse54
132,32306 (Tallahassee),32306,6,100.0,100.0,895000.0,4693.147408092246,1754587948259,Synapse54,1754587948259,Synapse54
133,32307 (Tallahassee),32307,866,99.43,99.43,416250.0,2752.769256906871,1754587948259,Synapse54,1754587948259,Synapse54
134,32308 (Tallahassee),32308,4483,18.67,18.67,50062500.0,38065.325049785235,1754587948259,Synapse54,1754587948259,Synapse54
135,32309 (Tallahassee),32309,6612,21.15,21.15,454176250.0,129589.67442891216,1754587948259,Synapse54,1754587948259,Synapse54
136,32310 (Tallahassee),32310,6536,35.89,35.89,591277500.0,150037.1444402268,1754587948259,Synapse54,1754587948259,Synapse54
137,32311 (Tallahassee),32311,4973,20.58,20.58,272900000.0,111832.1119120944,1754587948259,Synapse54,1754587948259,Synapse54
138,32312 (Tallahassee),32312,7622,22.0,22.0,372215000.0,135252.91772116843,1754587948259,Synapse54,1754587948259,Synapse54
139,32317 (Tallahassee),32317,3061,20.11,20.11,152206250.0,63049.81455123837,1754587948259,Synapse54,1754587948259,Synapse54
140,32320 (Apalachicola),32320,751,18.9,18.9,227960000.0,198617.58464167797,1754587948259,Synapse54,1754587948259,Synapse54
141,32321 (Bristol),32321,1179,19.88,19.88,1277885000.0,274280.7957321937,1754587948259,Synapse54,1754587948259,Synapse54
142,32322 (Carrabelle),32322,581,14.13,14.13,571215000.0,205768.4535621271,1754587948259,Synapse54,1754587948259,Synapse54
143,32323 (Lanark Village),32323,18,8.45,8.45,342500.0,3574.5362014289094,1754587948259,Synapse54,1754587948259,Synapse54
144,32324 (Chattahoochee),32324,851,18.95,18.95,232218750.0,87676.51201202611,1754587948259,Synapse54,1754587948259,Synapse54
145,32327 (Crawfordville),32327,6678,20.3,20.3,1226549550.8632812,454599.29712426825,1754587948259,Synapse54,1754587948259,Synapse54
146,32328 (Eastpoint),32328,660,16.72,16.72,971342500.0,459915.23595752876,1754587948259,Synapse54,1754587948259,Synapse54
147,32330 (Greensboro),32330,4,30.77,30.77,143750.0,1591.0063789993565,1754587948259,Synapse54,1754587948259,Synapse54
148,32331 (Greenville),32331,797,19.11,19.11,1354316250.0,275730.7187950052,1754587948259,Synapse54,1754587948259,Synapse54
149,32332 (Gretna),32332,318,21.96,21.96,11868750.0,23025.098997571473,1754587948259,Synapse54,1754587948259,Synapse54
150,32333 (Havana),32333,1979,17.45,17.45,374488735.2949219,125533.51220048688,1754587948259,Synapse54,1754587948259,Synapse54
151,32334 (Hosford),32334,352,20.82,20.82,1657302500.0,272287.9827384704,1754587948259,Synapse54,1754587948259,Synapse54
152,32336 (Lamont),32336,290,17.8,17.8,1040231250.0,286815.9523599527,1754587948259,Synapse54,1754587948259,Synapse54
153,32337 (Lloyd),32337,2,8.0,8.0,502500.0,3102.9858812935154,1754587948259,Synapse54,1754587948259,Synapse54
154,32340 (Madison),32340,1994,18.36,18.36,914758750.0,226872.91591040554,1754587948259,Synapse54,1754587948259,Synapse54
155,32343 (Midway),32343,824,24.44,24.44,37405000.0,48263.60652730696,1754587948259,Synapse54,1754587948259,Synapse54
156,32344 (Monticello),32344,2263,16.58,16.58,1148767500.0,247219.62189251915,1754587948259,Synapse54,1754587948259,Synapse54
157,32346 (Panacea),32346,242,12.72,12.72,150716408.4609375,288277.33258256677,1754587948259,Synapse54,1754587948259,Synapse54
158,32347 (Perry),32347,1599,20.74,20.74,1557509699.2226562,362969.0738432816,1754587948259,Synapse54,1754587948259,Synapse54
159,32348 (Perry),32348,2214,20.03,20.03,1410469573.125,291966.04448836774,1754587948259,Synapse54,1754587948259,Synapse54
160,32350 (Pinetta),32350,268,18.77,18.77,160310000.0,71719.3571554621,1754587948259,Synapse54,1754587948259,Synapse54
161,32351 (Quincy),32351,3875,22.53,22.53,841310000.0,212959.33254663987,1754587948259,Synapse54,1754587948259,Synapse54
162,32352 (Quincy),32352,1195,20.5,20.5,355733750.0,99867.74050022653,1754587948259,Synapse54,1754587948259,Synapse54
163,32355 (Saint Marks),32355,31,12.3,12.3,3497500.0,8466.3748805944,1754587948259,Synapse54,1754587948259,Synapse54
164,32356 (Salem),32356,12,15.19,15.19,129766250.0,58134.81273257344,1754587948259,Synapse54,1754587948259,Synapse54
165,32358 (Sopchoppy),32358,408,17.54,17.54,894877009.6113281,232514.207643592,1754587948259,Synapse54,1754587948259,Synapse54
166,32359 (Steinhatchee),32359,204,10.87,10.87,476036777.3691406,235338.11215021272,1754587948259,Synapse54,1754587948259,Synapse54
167,32360 (Telogia),32360,0,0.0,0.0,458750.0,2646.697432601785,1754587948259,Synapse54,1754587948259,Synapse54
168,32399 (Tallahassee),32399,0,0.0,0.0,242500.0,2533.508749109257,1754587948259,Synapse54,1754587948259,Synapse54
169,32401 (Panama City),32401,4261,20.59,20.59,37580000.0,71785.59289499267,1754587948259,Synapse54,1754587948259,Synapse54
170,32403 (Panama City),32403,119,43.27,43.27,213520000.0,232821.54699184545,1754587948259,Synapse54,1754587948259,Synapse54
171,32404 (Panama City),32404,9067,20.35,20.35,707493750.0,280706.09174980834,1754587948259,Synapse54,1754587948259,Synapse54
172,32405 (Panama City),32405,6744,21.84,21.84,65865111.919921875,70063.50181960287,1754587948259,Synapse54,1754587948259,Synapse54
173,32407 (Panama City Beach),32407,3794,20.82,20.82,67396594.85351562,66712.27179463478,1754587948259,Synapse54,1754587948259,Synapse54
174,32408 (Panama City),32408,3198,17.3,17.3,36592556.1796875,92086.45171354171,1754587948259,Synapse54,1754587948259,Synapse54
175,32409 (Panama City),32409,2077,21.13,21.13,535931250.0,201878.82993092385,1754587948259,Synapse54,1754587948259,Synapse54
176,32413 (Panama City Beach),32413,2802,15.79,15.79,321423221.9316406,150403.77839008538,1754587948259,Synapse54,1754587948259,Synapse54
177,32420 (Alford),32420,471,18.74,18.74,208651250.0,88470.38594817699,1754587948259,Synapse54,1754587948259,Synapse54
178,32421 (Altha),32421,858,20.94,20.94,541116250.0,182010.1889345969,1754587948259,Synapse54,1754587948259,Synapse54
179,32423 (Bascom),32423,251,20.56,20.56,250790416.66796875,112238.04606352194,1754587948259,Synapse54,1754587948259,Synapse54
180,32424 (Blountstown),32424,1335,19.72,19.72,544576250.0,175919.06207446358,1754587948259,Synapse54,1754587948259,Synapse54
181,32425 (Bonifay),32425,3053,21.11,21.11,973843750.0,180005.753022048,1754587948259,Synapse54,1754587948259,Synapse54
182,32426 (Campbellton),32426,149,18.77,18.77,163367500.0,71767.80457763003,1754587948259,Synapse54,1754587948259,Synapse54
183,32427 (Caryville),32427,302,21.77,21.77,186842500.0,92635.47742056372,1754587948259,Synapse54,1754587948259,Synapse54
184,32428 (Chipley),32428,3654,20.0,20.0,1027001250.0,203321.2045567596,1754587948259,Synapse54,1754587948259,Synapse54
185,32430 (Clarksville),32430,210,16.69,16.69,256593750.0,114065.26561112957,1754587948259,Synapse54,1754587948259,Synapse54
186,32431 (Cottondale),32431,1072,21.48,21.48,369447500.0,140251.89105623393,1754587948259,Synapse54,1754587948259,Synapse54
187,32433 (Defuniak Springs),32433,4158,21.2,21.2,952751250.0,223033.87468424859,1754587948259,Synapse54,1754587948259,Synapse54
188,32435 (Defuniak Springs),32435,1504,19.81,19.81,968508750.0,198731.32877934736,1754587948259,Synapse54,1754587948259,Synapse54
189,32437 (Ebro),32437,132,21.67,21.67,113285000.0,84471.03065248832,1754587948259,Synapse54,1754587948259,Synapse54
190,32438 (Fountain),32438,946,20.63,20.63,213026250.0,82845.5407387841,1754587948259,Synapse54,1754587948259,Synapse54
191,32439 (Freeport),32439,3864,20.09,20.09,543667500.0,211462.01881704378,1754587948259,Synapse54,1754587948259,Synapse54
192,32440 (Graceville),32440,1320,17.58,17.58,373083750.0,111936.50786829283,1754587948259,Synapse54,1754587948259,Synapse54
193,32442 (Grand Ridge),32442,844,22.49,22.49,347035000.0,148855.50230548473,1754587948259,Synapse54,1754587948259,Synapse54
194,32443 (Greenwood),32443,594,20.04,20.04,204275000.0,93723.78450388387,1754587948259,Synapse54,1754587948259,Synapse54
195,32444 (Lynn Haven),32444,4489,22.46,22.46,34196397.01171875,63221.47229181387,1754587948259,Synapse54,1754587948259,Synapse54
196,32445 (Malone),32445,426,18.1,18.1,68053750.0,42547.06314612425,1754587948259,Synapse54,1754587948259,Synapse54
197,32446 (Marianna),32446,2338,20.9,20.9,605728750.0,199870.43853141012,1754587948259,Synapse54,1754587948259,Synapse54
198,32448 (Marianna),32448,1796,20.72,20.72,682997500.0,162313.89741455344,1754587948259,Synapse54,1754587948259,Synapse54
199,32449 (Wewahitchka),32449,113,19.96,19.96,344855000.0,95723.65512915183,1754587948259,Synapse54,1754587948259,Synapse54
200,32455 (Ponce de Leon),32455,883,19.45,19.45,745470000.0,277789.0951494201,1754587948259,Synapse54,1754587948259,Synapse54
201,32456 (Port Saint Joe),32456,1320,14.84,14.84,744630000.0,267348.28890102176,1754587948259,Synapse54,1754587948259,Synapse54
202,32459 (Santa Rosa Beach),32459,5415,20.09,20.09,241349250.0,153766.13432376256,1754587948259,Synapse54,1754587948259,Synapse54
203,32460 (Sneads),32460,839,15.73,15.73,288273333.33203125,132459.04683759535,1754587948259,Synapse54,1754587948259,Synapse54
204,32461 (Inlet Beach),32461,442,13.63,13.63,25270000.0,32366.103860628053,1754587948259,Synapse54,1754587948259,Synapse54
205,32462 (Vernon),32462,697,19.06,19.06,718382500.0,269536.5218187834,1754587948259,Synapse54,1754587948259,Synapse54
206,32464 (Westville),32464,753,18.99,18.99,624826250.0,206583.6343216083,1754587948259,Synapse54,1754587948259,Synapse54
207,32465 (Wewahitchka),32465,1457,18.43,18.43,1236780000.0,216932.6082222009,1754587948259,Synapse54,1754587948259,Synapse54
208,32466 (Youngstown),32466,1212,19.4,19.4,703891833.3320312,244164.0119252054,1754587948259,Synapse54,1754587948259,Synapse54
209,32501 (Pensacola),32501,2094,18.98,18.98,12873750.0,19709.286715847433,1754587948259,Synapse54,1754587948259,Synapse54
210,32502 (Pensacola),32502,718,15.4,15.4,8832500.0,25086.287369916005,1754587948259,Synapse54,1754587948259,Synapse54
211,32503 (Pensacola),32503,9641,29.13,29.13,43551250.0,52833.43353884332,1754587948259,Synapse54,1754587948259,Synapse54
212,32504 (Pensacola),32504,4189,19.24,19.24,38275000.0,29933.098393701446,1754587948259,Synapse54,1754587948259,Synapse54
213,32505 (Pensacola),32505,6666,24.01,24.01,47747500.0,40936.60571996918,1754587948259,Synapse54,1754587948259,Synapse54
214,32506 (Pensacola),32506,8023,22.12,22.12,115646250.0,65850.19470139328,1754587948259,Synapse54,1754587948259,Synapse54
